Link;Title;Text;Veröffentlicht;Bild URL;Bild
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/alkoholisierter-autofahrer-angehalten.html;Alkoholisierter Autofahrer angehalten;"<div class=""t"">
	         		<strong><p>Am Dienstag (12.01.2021) kontrollierte die Stadtpolizei St.Gallen einen alkoholisierten Autofahrer, welcher die Kontrollstelle umfahren wollte. Der 23-Jährige wird angezeigt.    </p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/alkoholisierter-autofahrer-angehalten.html"" title=""Interner Link: Alkoholisierter Autofahrer angehalten"">
								<img alt=""Verkehrskontrolle"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/alkoholisierter-autofahrer-angehalten/jcr:content/newsdetail/image.originalsize.jpg/161126 Sicherheits- und Verkehrskontrolle 2.jpg"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Dienstagabend um 20 Uhr führte eine Patrouille der Stadtpolizei St.Gallen auf der Sonnenstrasse eine Verkehrskontrolle durch. Kurz vor der Kontrollstelle bog ein 23-jähriger Personenwagenlenker in die Notkerstrasse ab und missachtete dabei die Signalisation «Einfahrt verboten». Die Polizei konnte den Autofahrer wenig später anhalten. Die Atemalkoholprobe ergab einen Wert von 0.52 mg/l. Der Fahrer wird angezeigt.</p><p>Bereits gestern versuchte ein Autofahrer sich einer Verkehrskontrolle zu entziehen (<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/mann-mit-haschisch-und-marihuana-angehalten.html"" target=""_blank"">Medienmitteilung</a>). Die Stadtpolizei konnte diesen ebenfalls anhalten. Er war fahrunfähig und hatte Kleinmengen von Betäubungsmittel auf sich.</p>
					
					
					
	         	</div>";2021-01-13T11:44:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/alkoholisierter-autofahrer-angehalten/jcr:content/newsdetail/image.originalsize.jpg/161126 Sicherheits- und Verkehrskontrolle 2.jpg;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/15b183c07c4e0202a1f0de97b31cbf47
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen.html;Verkehrssituation in der Stadt St.Gallen;"<div class=""t"">
	         		<strong><p>Der starke und anhaltende Schneefall hat die Stadtpolizei St.Gallen am Donnerstagmorgen (14.01.2021) stark beschäftigt. Es gab diverse Unfallmeldungen und es blieben viele Fahrzeuge stecken, wodurch es zu Verkehrsbehinderungen kam. Auch bei den öffentlichen Verkehrsmitteln kam es aufgrund des starken Schneefalls zu Verspätungen und Kursausfällen. Die Schneeräumung läuft auf Hochtouren.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen.html"" title=""Interner Link: Verkehrssituation in der Stadt St.Gallen"">
								<img alt=""Symbolbild Polizei"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen/jcr:content/newsdetail/image.originalsize.jpg/Bild 1.jpg"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Durch den starken Schneefall sind seit Donnerstagmorgen die Strassen in der Stadt St.Gallen schneebedeckt und teilweise vereist. Bei der Stadtpolizei St.Gallen gingen bis am Mittag sechs Unfallmeldungen ein. Bei diesen wurde niemand verletzt und es entstand nur geringer Sachschaden. Auf dem ganzen Stadtgebiet blieben aber diverse Fahrzeuge stecken, wodurch es zu Verkehrsbehinderungen kam. Die Stadtpolizei St.Gallen leistete Verkehrsdienst und musste teils Strassen kurzzeitig sperren, bis die steckengebliebenen Fahrzeuge wieder weiterfahren konnte.</p><p><b>Verkehrsbetriebe St.Gallen<br /></b>Ebenfalls stark betroffen von den Schneefällen waren die Verkehrsbetriebe St.Gallen (VBSG). Aufgrund der Strassenverhältnisse und den Verkehrsbehinderungen kam es zu Verspätungen und teils Kursausfällen. Das Verständnis bei den Fahrgästen ist jedoch sehr gross, wofür die VBSG dankbar sind.</p><p><b>Schneeräumung läuft auf Hochtouren</b><a id=""_GoBack"" name=""_GoBack""></a><br />Das Strasseninspektorat ist seit den frühen Morgenstunden mit allen Mitteln permanent im Einsatz. Aufgrund des dauernden Schneefalls und der Schneemenge gestalten sich die Arbeiten als sehr aufwändig.</p><p>Aufgrund des anhaltenden Schneefalls dürfte die aktuelle Verkehrssituation auch für die nächsten Stunden bestehen bleiben. Die Stadtpolizei St.Gallen bittet Verkehrsteilnehmende vorsichtig zu sein und die Geschwindigkeit den Strassenverhältnissen anzupassen. </p>
					
					
					
	         	</div>";2021-01-14T11:41:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen/jcr:content/newsdetail/image.originalsize.jpg/Bild 1.jpg;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/76c3a60d6e48929a9f90bd4cd119c78c
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/akute-gefahr-unter-baeumen.html;Akute Gefahr unter Bäumen;"<div class=""t"">
	         		<strong><p>Am Sonntagnachmittag (17.01.2021) stürzte im Stadtpark ein grosser Baum aufgrund der Schneelast um. Verletzt wurde niemand. Der Park wurde abgesperrt. Generell häufen sich Meldungen über abgebrochene Äste und umgestürzte Bäume. Die Stadtpolizei St.Gallen ruft zur Vorsicht auf.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/akute-gefahr-unter-baeumen.html"" title=""Interner Link: Akute Gefahr unter Bäumen"">
								<img alt=""umgest&uuml;rzter Baum"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/akute-gefahr-unter-baeumen/jcr:content/newsdetail/image.originalsize.jpg/135652.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Sonntagnachmittag ist im Stadtpark ein grosser Baum aufgrund der Schneelast umgestürzt. Verletzt wurde niemand. Nach einer Begutachtung der Stadtpolizei St.Gallen zusammen mit der Berufsfeuerwehr St.Gallen wurde entschieden, dass die Situation im Park zu gefährlich ist. Der Park wurde mittels Absperrbändern abgesperrt. Die Polizei bittet die Bevölkerung, die Absperrbänder zu beachten und sich nicht in den Gefahrenbereich zu begeben.</p><p>Seit Donnerstag erhält die Stadtpolizei St.Gallen immer wieder Meldungen von abgebrochenen Ästen oder umgestürzten Bäumen. Die Situation dürfte sich aufgrund des erneuten Schneefalls weiter verschärfen. Aufgrund dessen ruft die Stadtpolizei St.Gallen dazu auf, Wälder zu meiden und sich nicht unter Bäumen aufzuhalten. Ebenso dürfte es in den nächsten Tagen vermehrt zu Dachlawinen kommen, weshalb auch entlang von Häusern grosse Vorsicht geboten ist.</p>
					
					
					
	         	</div>";2021-01-17T16:01:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/akute-gefahr-unter-baeumen/jcr:content/newsdetail/image.originalsize.jpg/135652.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/454a679ddc6645c30e491b71c90f43da
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/vor-kontrollstelle-gewendet.html;Vor Kontrollstelle gewendet;"<div class=""t"">
	         		<strong><p>Am Freitag (29.01.2021) wollten sich gleich zwei Person einer Verkehrskontrolle entziehen. Die Stadtpolizei St.Gallen konnte beide anhalten. Es stellte sich heraus, dass beide trotz Führerausweisentzug unterwegs waren. Sie wurden angezeigt.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/vor-kontrollstelle-gewendet.html"" title=""Interner Link: Vor Kontrollstelle gewendet"">
								<img alt=""Symbolbild Verkehrskontrolle"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/vor-kontrollstelle-gewendet/jcr:content/newsdetail/image.originalsize.jpg/160507 Verkehrskontrolle.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Freitagnachmittag führte die Stadtpolizei St.Gallen im Osten der Stadt eine Verkehrskontrolle durch. Kurz vor 17 Uhr wendeten innerhalb von wenigen Minuten gleich zwei Personen mit ihren Fahrzeugen vor der Kontrollstelle. Die Polizei nahm die Nachfahrt auf und konnte beide Fahrzeuge anhalten. Bei den zwei Personen handelte es sich um einen 19 und einen 20-jährigen Mann. Beiden war der Führerausweis bereits entzogen worden, weshalb sie kein Fahrzeug hätten lenken dürfen. Sie werden durch die Stadtpolizei St.Gallen angezeigt.</p>
					
					
					
	         	</div>";2021-01-30T11:25:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/vor-kontrollstelle-gewendet/jcr:content/newsdetail/image.originalsize.jpg/160507 Verkehrskontrolle.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/47efd4455cc1329917639238cee4e661
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/02/zwei-verkehrsunfaelle-mit-leichtem-sachschaden-.html;Zwei Verkehrsunfälle mit leichtem Sachschaden;"<div class=""t"">
	         		<strong><p>Am Montagnachmittag (08.02.2021) ereigneten sich zwei Verkehrsunfälle, die beide leichte Sachschäden mit sich zogen. Bei der Ursache der beiden Vorfälle handelt es sich zum einen um eine geschnittene Kurve und zum anderen um fehlende Sicht durch Sonnenblendung. Verletzte Personen gab es keine. </p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/02/zwei-verkehrsunfaelle-mit-leichtem-sachschaden-.html"" title=""Interner Link: Zwei Verkehrsunfälle mit leichtem Sachschaden "">
								<img alt=""Auto mit Sachschaden an der vorderen linken Seite"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/02/zwei-verkehrsunfaelle-mit-leichtem-sachschaden-/jcr:content/newsdetail/image.originalsize.jpg/IMG_0023.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Die Stadtpolizei St.Gallen wurde am gestrigen Nachmittag zwei Mal zu einem Verkehrsunfall gerufen. Die Ursache des ersten Unfalls war eine Kurve, die vom 44-jährigen Fahrzeuglenker geschnitten wurde. Dabei versuchte das entgegenkommende Auto noch zu bremsen und auszuweichen, was dem 42-jährigen Autofahrer jedoch nicht gelang. Beim zweiten Unfall war lediglich ein 57-jähriger Lenker involviert, der aufgrund fehlender Sicht durch Sonnenblendung in die Fussgängerschutzinsel fuhr. Alle drei Fahrzeuge sowie die Fussgängerschutzinsel trugen leichte Sachschäden davon. Keine der beteiligten Personen wurde verletzt.</p>
					
					
					
	         	</div>";2021-02-09T00:04:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/02/zwei-verkehrsunfaelle-mit-leichtem-sachschaden-/jcr:content/newsdetail/image.originalsize.jpg/IMG_0023.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/5fb752601b989371de2c6c84426b7e98
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/taser-einsatz-und-fuersorgerische-unterbringung.html;Taser-Einsatz bei einem 26-Jährigen;"<div class=""t"">
	         		<strong><p>Am Samstagabend (02.01.2021) wurde die Stadtpolizei St.Gallen wegen eines in seiner Wohnung herumschreienden Mannes gerufen. Der Mann wurde für weitere Abklärungen auf den Polizeiposten mitgenommen, wo er sich derart renitent verhielt, dass ein Polizist verletzt wurde und schliesslich ein Taser (Destabilisierungsgerät) eingesetzt werden musste. Eine Amtsärztin verfügte die fürsorgerische Unterbringung.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/taser-einsatz-und-fuersorgerische-unterbringung.html"" title=""Interner Link: Taser-Einsatz bei einem 26-Jährigen"">
								<img alt=""Symbolbild"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/taser-einsatz-und-fuersorgerische-unterbringung/jcr:content/newsdetail/image.originalsize.jpg/Polizeilicher Gewahrsam News.jpg"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Samstagabend um 23:45 Uhr wurde die Stadtpolizei St.Gallen wegen eines in seiner Wohnung herumschreienden Mannes gerufen. Vor Ort suchten die Polizisten den Dialog. In der Anwesenheit der Polizei wollte sich der 26-jährige Mann aber vorerst nicht beruhigen. Er schlug sogar ein Fenster seiner Wohnung ein. Erst nach langen Gesprächen war der 26-Jährige bereit, zwecks Abklärungen mit auf den Polizeiposten zu kommen. Dort verhielt sich der Mann dann wieder derart renitent, dass ein Polizist verletzt wurde und schliesslich ein Taser (Destabilisierungsgerät) eingesetzt werden musste. Ein Atemalkoholtest ergab 1.02 mg/l. Der 26-Jährige wurde einer Amtsärztin vorgeführt, welche eine fürsorgerische Unterbringung verfügte.</p>
					
					
					
	         	</div>";2021-01-03T11:30:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/taser-einsatz-und-fuersorgerische-unterbringung/jcr:content/newsdetail/image.originalsize.jpg/Polizeilicher Gewahrsam News.jpg;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/a7b9b1e8c58e02f98e27335353cea12b
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/zwei-autos-kollidieren-auf-zuercher-strasse.html;Zwei Autos kollidieren auf Zürcher Strasse;"<div class=""t"">
	         		<strong><p>Am Sonntagnachmittag (03.01.2021) kam es auf der Zürcher Strasse zu einer Kollision zwischen zwei Personenwagen. Beide Fahrer blieben unverletzt. Ein Auto musste abgeschleppt werden.  </p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/zwei-autos-kollidieren-auf-zuercher-strasse.html"" title=""Interner Link: Zwei Autos kollidieren auf Zürcher Strasse"">
								<img alt=""Unfallort"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/zwei-autos-kollidieren-auf-zuercher-strasse/jcr:content/newsdetail/image.originalsize.jpg/Bild 1_Unfallort.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Sonntagnachmittag kurz vor 15.30 Uhr fuhr ein 38-Jähriger mit seinem Personenwagen auf der Zürcher Strasse stadtauswärts. Auf Höhe der Liegenschaft Nr. 152 hielt der Autofahrer beim Rotlicht an. Der herannahende 50-jährige Personenwagenlenker bemerkte das stillstehende Fahrzeug vor ihm zu spät und wich daraufhin seitlich aus<a id=""_GoBack"" name=""_GoBack""></a>. Dabei kam es zur Kollision zwischen den beiden Fahrzeugen. Die beiden Autofahrer blieben unverletzt. Es entstand mässiger Sachschaden. Das Auto des 50-Jährigen musste abgeschleppt werden. </p>
					
					
					
	         	</div>";2021-01-04T13:45:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/zwei-autos-kollidieren-auf-zuercher-strasse/jcr:content/newsdetail/image.originalsize.jpg/Bild 1_Unfallort.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/5ec19aacb4800136827597cba639ec31
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/verkehrsunfall-mit-verletzter-fahrzeuglenkerin.html;Verkehrsunfall mit verletzter Fahrzeuglenkerin;"<div class=""t"">
	         		<strong><p>Am Freitagabend (08.01.2021) kam es auf der Bildstrasse zu einer Kollision zwischen zwei Personenwagen. Dabei wurde eine Fahrzeuglenkerin leicht verletzt. Im Rahmen der Unfallaufnahme musste festgestellt werden, dass sie das Fahrzeug in fahrunfähigem Zustand gelenkt hatte. Mit dem Rettungswagen wurde sie nach dem Spital transportiert. An den Fahrzeugen entstand erheblicher Sachschaden.  </p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/verkehrsunfall-mit-verletzter-fahrzeuglenkerin.html"" title=""Interner Link: Verkehrsunfall mit verletzter Fahrzeuglenkerin"">
								<img alt=""Fahrzeugendlagen"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/jcr:content/newsdetail/image.originalsize.jpg/Kollisionsstelle.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Freitagabend kurz nach 18.30 Uhr fuhr eine 32-jährige Autolenkerin mit ihrem Wagen auf der Linksabbiegespur der Bildstrasse in südliche Richtung. Auf der Höhe der dortigen Tankstelle bog sie nach links ab. Dabei missachtete sie das Vortrittsrecht des ihr entgegenkommenden Personenwagens. In der Folge kam es zur frontal-seitlichen Kollision. Die Unfallverursacherin verletzte sich leicht und wurde nach der Erstaufnahme der Unfalles mit dem Rettungswagen ins Spital verbracht. Im Rahmen der Tatbestandsaufnahme musste bei der verletzten Fahrzeuglenkerin Fahrunfähigkeit festgestellt werden. Die Staatsanwaltschaft St. Gallen verfügte die Entnahme einer Blut- und Urinprobe. Der Führerausweis wurde eingezogen. An den beteiligten Fahrzeugen entstand erheblicher Sachschaden. Beide Autos mussten abgeschleppt werden.<a id=""_GoBack"" name=""_GoBack""></a></p>
					
					
					
	         	</div>";2021-01-09T10:42:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/verkehrsunfall-mit-verletzter-fahrzeuglenkerin/jcr:content/newsdetail/image.originalsize.jpg/Kollisionsstelle.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/e6c71e36dcbbd0568d37d0bb3bb4aaa8
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/kabelbrand-bei-kompressor-.html;Kabelbrand bei Kompressor;"<div class=""t"">
	         		<strong><p>Am Dienstag (12.01.2021) kam es bei einem Kompressor bei einer Tankstelle zu einem kleinen Kabelbrand, welcher von selbst wieder ausging. Verletzt wurde niemand. Die Höhe des Sach-schadens ist noch nicht bekannt.  </p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/kabelbrand-bei-kompressor-.html"" title=""Interner Link: Kabelbrand bei Kompressor "">
								<img alt=""Kabelbrand Kompressor"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/kabelbrand-bei-kompressor-/jcr:content/newsdetail/image.originalsize.jpg/Bild_Kabelbrand Kompressor.JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Am Dienstagmorgen um 9.30 Uhr ging eine Brandmeldung einer Tankstelle an der Oberstrasse ein, worauf die Stadtpolizei sowie die Berufsfeuerwehr ausrückten. Aus bisher ungeklärten Gründen kam es in einem Kompressor zu einem Kabelbrand. Der kleine Brand ging von selbst wieder aus. Eine Gefahr für Personen bestand zu keinem Zeitpunkt. Es wurden keine Personen verletzt. Die Höhe des Sachschadens ist noch nicht bekannt. Weitere Brandermittlungen werden getätigt.  </p>
					
					
					
	         	</div>";2021-01-13T11:28:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/kabelbrand-bei-kompressor-/jcr:content/newsdetail/image.originalsize.jpg/Bild_Kabelbrand Kompressor.JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/2cedffbb83b561e6a1e6c19edc614430
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen-bis-16-30-uhr.html;Verkehrssituation in der Stadt St.Gallen bis 16.30 Uhr;"<div class=""t"">
	         		<strong><p>Seit Donnerstagmorgen (14.01.2021) schneit es ununterbrochen und verschiedene Verwaltungsstellen der Stadt St.Gallen sind stark gefordert. Die Stadtpolizei St.Gallen berichtete am Mittag darüber. Seither blieben weitere Fahrzeuge stecken und blockierten Strassen. Ebenso kam es beim öffentlichen Verkehr zu Verspätungen und Ausfällen.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen-bis-16-30-uhr.html"" title=""Interner Link: Verkehrssituation in der Stadt St.Gallen bis 16.30 Uhr"">
								<img alt=""Polizeiauto im Schnee"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen-bis-16-30-uhr/jcr:content/newsdetail/image.originalsize.jpg/Polizeiauto im Schnee.jpg"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Der starke und anhaltende Schneefall<a id=""_GoBack"" name=""_GoBack""></a> führt nach wie vor zu rutschigen Strassen und Wegen in der Stadt St.Gallen. Die Räumungsarbeiten sind sehr aufwändig, wobei das Strasseninspektorat im Dauereinsatz ist. Seit 12 Uhr sind der Stadtpolizei St.Gallen keine weiteren Unfälle gemeldet worden. Jedoch blieben seit dem Mittag rund 15 Fahrzeuge auf den schneebedeckten Strassen stecken. Dadurch kam es zu Verkehrsbehinderungen oder Strassen mussten kurzzeitig gesperrt werden. Weiterhin zu kämpfen hatten auch die Verkehrsbetriebe St.Gallen mit der aktuellen Strassensituation. Der verlangsamte Verkehrsfluss, die Staus oder Verkehrsbehinderungen führten auch am Nachmittag zu Verspätungen und Kursausfällen.</p><p>Mit dem Feierabendverkehr dürfte das Verkehrsaufkommen nochmals zunehmen. Die Stadtpolizei St.Gallen empfiehlt deshalb, den Nachhauseweg mit einem Fahrzeug nicht zu den Stosszeiten anzutreten. Die Strassen sind nach wie vor schneebedeckt und gerade bei Steigungen äusserst rutschig. Deshalb ist grosse Vorsicht geboten. Wir wünschen eine gute und unfallfreie Fahrt. </p>
					
					
					
	         	</div>";2021-01-14T16:50:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/verkehrssituation-in-der-stadt-st-gallen-bis-16-30-uhr/jcr:content/newsdetail/image.originalsize.jpg/Polizeiauto im Schnee.jpg;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/50bcbd3ebae8b0a15efdcbb5c1cd781b
https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/stadtpolizei-organisiert-keinen-fruehlingsjahrmarkt-2021.html;Stadtpolizei organisiert keinen Frühlingsjahrmarkt 2021;"<div class=""t"">
	         		<strong><p>Die Stadtpolizei St.Gallen hat entschieden, den Frühlingsjahrmarkt 2021 nicht zu organisieren. Allfällige Alternativen, wie sie bereits für den Herbstjahrmarkt 2020 umgesetzt wurden, werden durch die Markt- und Schaustellerverbände nun selbstständig geprüft.</p></strong>
	         		
						<div class=""newsbild""> 
							<a href=""https://www.stadt.sg.ch/news/stsg_stadtpolizei/2021/01/stadtpolizei-organisiert-keinen-fruehlingsjahrmarkt-2021.html"" title=""Interner Link: Stadtpolizei organisiert keinen Frühlingsjahrmarkt 2021"">
								<img alt=""Symbolbild"" class=""textbild cq-dd-image"" src=""https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/stadtpolizei-organisiert-keinen-fruehlingsjahrmarkt-2021/jcr:content/newsdetail/image.originalsize.jpg/Jahrmarkt (1).JPG"" width=""250"" />
							</a>
							<p class=""bildlegende""></p>
						</div>
					
					<p>Aufgrund der aktuellen Lage und der Massnahmen zur Bekämpfung des Coronavirus hat die Stadtpolizei St.Gallen nach Rücksprache mit den Markt- und Schaustellerverbänden mit Bedauern entschieden, den Frühlingsjahrmarkt 2021 nicht zu organisieren. Allfällige Alternativen, wie sie bereits für den Herbstjahrmarkt 2020 umgesetzt wurden, werden durch die Markt- und Schaustellerverbände nun selbständig geprüft. Die Stadtpolizei St.Gallen wird die Organisatoren eines Frühlingsjahrmarktes «Light» im Rahmen ihrer Möglichkeiten unterstützen, möchte an dieser Stelle aber auch darauf hinweisen, dass nicht davon auszugehen ist, dass im April 2021 bereits wieder Grossveranstaltungen stattfinden können.</p><p><b>OFFA 2021 findet nicht statt</b></p><p>Die Olma Messen St.Gallen haben entschieden, dass die mit dem Frühlingsjahrmarkt gleichzeitig stattfindende OFFA 2021 ebenfalls nicht stattfindet. Weitere Informationen sind der Medienmitteilung der Olma Messen St.Gallen zu entnehmen.</p>
					
					
					
	         	</div>";2021-01-15T09:53:00+01:00;https://www.stadt.sg.ch/content/applikationen/news/stsg_stadtpolizei/2021/01/stadtpolizei-organisiert-keinen-fruehlingsjahrmarkt-2021/jcr:content/newsdetail/image.originalsize.jpg/Jahrmarkt (1).JPG;https://daten.stadt.sg.ch/api/v2/catalog/datasets/newsfeed-stadtpolizei-stgallen-medienmitteilungen/files/a78a3335311db42bdd3360217815392b
